"","scientificName","residential_commercial_development","agriculture_aquaculture","energy_mining","transportation_service_corridors","biological_resource_use_hunting","biological_resource_use_loggingplants","biological_resource_use_fishing","human_intrusions_disturbance","natural_system_modifications","invasives_diseases","pollution","geological_events","climate_change","other"
"2353","Cisticola guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2354","Cisticola haematocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2355","Cisticola haesitatus",4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2356","Cisticola hunteri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2357","Cisticola juncidis",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"2358","Cisticola lais",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2359","Cisticola lateralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2360","Cisticola luapula",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2361","Cisticola lugubris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2362","Cisticola marginatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2363","Cisticola melanurus",0,7,0,0,0,7,0,0,0,0,0,0,0,0
"2364","Cisticola nana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2365","Cisticola natalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2366","Cisticola nigriloris",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2367","Cisticola njombe",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2368","Cisticola pipiens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2369","Cisticola restrictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370","Cisticola robustus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2371","Cisticola ruficeps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2372","Cisticola rufilatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373","Cisticola rufus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2374","Cisticola subruficapilla",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2375","Cisticola textrix",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2376","Cisticola tinniens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2377","Cisticola troglodytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2378","Cisticola woosnami",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2379","Cistothorus apolinari",5,6,0,4,0,4,0,4,7,6,5,0,0,0
"2380","Cistothorus meridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2381","Cistothorus palustris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2382","Cistothorus platensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2383","Cistothorus stellaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2384","Cittura cyanotis",0,5,0,0,0,6,0,0,5,0,0,0,0,0
"2385","Cittura sanghirensis",0,5,0,0,0,6,0,0,5,0,0,0,0,0
"2386","Cladorhynchus leucocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2387","Clamator coromandus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2388","Clamator glandarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2389","Clamator jacobinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2390","Clamator levaillantii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2391","Clanga clanga",5,5,6,5,7,6,0,5,6,6,0,0,0,0
"2392","Clanga hastata",0,7,0,0,0,0,0,5,0,0,0,0,0,0
"2393","Clanga pomarina",0,5,5,7,4,5,0,4,5,0,0,0,0,4
"2394","Clangula hyemalis",0,0,4,0,5,0,7,0,0,6,6,0,8,0
"2395","Claravis pretiosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2396","Cleptornis marchei",6,0,0,0,0,0,0,0,0,7,0,5,6,0
"2397","Clibanornis dendrocolaptoides",6,6,0,0,0,6,0,0,7,0,0,0,0,0
"2398","Clibanornis erythrocephalus",5,6,0,4,0,5,0,0,0,4,0,0,0,0
"2399","Clibanornis rectirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400","Clibanornis rubiginosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2401","Clibanornis rufipectus",5,6,0,0,0,0,0,0,5,0,0,0,0,0
"2402","Climacteris affinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2403","Climacteris erythrops",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2404","Climacteris melanurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2405","Climacteris picumnus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2406","Climacteris rufus",0,0,0,0,0,6,0,0,5,0,0,0,6,0
"2407","Clytoctantes alixii",5,5,5,0,0,5,0,0,4,0,0,0,0,0
"2408","Clytoctantes atrogularis",0,6,0,2,0,6,0,0,5,0,0,0,0,0
"2409","Clytolaema rubricauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410","Clytomyias insignis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411","Clytorhynchus hamlini",0,0,4,0,0,6,0,0,0,0,0,0,6,0
"2412","Clytorhynchus nigrogularis",0,5,0,0,0,5,0,0,0,5,0,0,0,0
"2413","Clytorhynchus pachycephaloides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2414","Clytorhynchus sanctaecrucis",0,5,4,0,0,5,0,0,0,8,0,0,0,0
"2415","Clytorhynchus vitiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2416","Clytospiza monteiri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2417","Cnemarchus erythropygius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2418","Cnemathraupis aureodorsalis",0,5,0,0,0,0,0,0,6,0,0,0,0,0
"2419","Cnemathraupis eximia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420","Cnemophilus loriae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2421","Cnemophilus macgregorii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2422","Cnemophilus sanguineus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2423","Cnemoscopus chrysogaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2424","Cnemoscopus rubrirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2425","Cnemotriccus fuscatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2426","Cnipodectes subbrunneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2427","Cnipodectes superrufus",0,5,0,5,0,0,0,0,0,0,0,0,0,0
"2428","Coccopygia bocagei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2429","Coccopygia melanotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2430","Coccopygia quartinia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2431","Coccothraustes coccothraustes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2432","Coccycua cinerea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2433","Coccycua minuta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434","Coccycua pumila",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2435","Coccyzus americanus",0,0,0,0,0,0,0,0,0,0,0,0,7,0
"2436","Coccyzus bahamensis",4,4,0,4,0,4,0,0,4,7,0,0,0,0
"2437","Coccyzus erythropthalmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2438","Coccyzus euleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2439","Coccyzus ferrugineus",0,0,0,0,0,0,0,4,0,7,0,0,6,0
"2440","Coccyzus lansbergi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2441","Coccyzus longirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2442","Coccyzus melacoryphus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2443","Coccyzus merlini",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2444","Coccyzus minor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2445","Coccyzus pluvialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2446","Coccyzus rufigularis",0,6,0,0,5,5,0,0,4,0,7,0,7,0
"2447","Coccyzus vetula",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2448","Coccyzus vieilloti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2449","Cochlearius cochlearius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450","Cochoa azurea",5,5,5,0,4,0,0,0,0,0,0,0,0,0
"2451","Cochoa beccarii",0,5,0,0,4,5,0,0,0,0,0,0,0,0
"2452","Cochoa purpurea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2453","Cochoa viridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2454","Coeligena albicaudata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2455","Coeligena bonapartei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2456","Coeligena coeligena",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2457","Coeligena conradii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2458","Coeligena consita",6,6,6,5,0,0,0,0,5,0,0,0,0,0
"2459","Coeligena dichroura",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2460","Coeligena eisenmanni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2461","Coeligena eos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2462","Coeligena helianthea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","Coeligena inca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2464","Coeligena iris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2465","Coeligena lutetiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2466","Coeligena orina",5,6,5,0,0,6,0,0,6,0,0,0,6,0
"2467","Coeligena osculans",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2468","Coeligena phalerata",0,7,0,0,0,7,0,0,6,0,0,0,6,0
"2469","Coeligena prunellei",4,5,0,0,0,5,0,0,0,0,0,0,0,0
"2470","Coeligena torquata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2471","Coeligena violifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2472","Coeligena wilsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2473","Coenocorypha aucklandica",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2474","Coenocorypha barrierensis",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2475","Coenocorypha huegeli",0,0,0,0,0,0,0,0,0,5,0,0,0,0
"2476","Coenocorypha iredalei",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2477","Coenocorypha pusilla",0,0,0,0,0,0,0,0,0,4,0,0,6,0
"2478","Coereba flaveola",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2479","Colaptes aeruginosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2480","Colaptes atriceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481","Colaptes atricollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2482","Colaptes auratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2483","Colaptes auricularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2484","Colaptes cafer",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2485","Colaptes campestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486","Colaptes campestroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487","Colaptes chrysoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2488","Colaptes cinereicapillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489","Colaptes fernandinae",0,7,0,0,7,0,0,0,0,5,0,0,7,0
"2490","Colaptes melanochloros",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2491","Colaptes melanolaimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2492","Colaptes mexicanoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2493","Colaptes oceanicus",0,0,0,0,0,4,0,0,0,4,0,0,0,0
"2494","Colaptes pitius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495","Colaptes punctigula",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2496","Colaptes rivolii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2497","Colaptes rubiginosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2498","Colaptes rupicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2499","Colibri coruscans",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2500","Colibri delphinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2501","Colibri serrirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2502","Colibri thalassinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2503","Colinus cristatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2504","Colinus leucopogon",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2505","Colinus nigrogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2506","Colinus virginianus",0,6,0,0,6,0,0,0,6,0,0,0,0,0
"2507","Colius castanotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2508","Colius colius",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2509","Colius leucocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2510","Colius striatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2511","Collocalia esculenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2512","Collocalia linchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2513","Collocalia troglodytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2514","Colluricincla boweri",0,0,0,0,0,0,0,0,0,0,0,0,8,0
"2515","Colluricincla harmonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2516","Colluricincla megarhyncha",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2517","Colluricincla tenebrosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2518","Colluricincla woodwardi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2519","Colonia colonus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2520","Colorhamphus parvirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2521","Columba albinucha",0,6,0,0,0,6,0,0,0,0,0,0,0,0
"2522","Columba albitorques",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2523","Columba argentina",7,3,4,0,7,7,0,7,0,7,0,0,0,0
"2524","Columba arquatrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525","Columba bollii",0,0,0,0,4,4,0,0,0,5,0,0,0,0
"2526","Columba delegorguei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2527","Columba elphinstonii",6,6,5,0,4,0,0,0,5,0,0,0,0,0
"2528","Columba eversmanni",0,5,0,0,5,5,0,0,0,0,0,0,0,0
"2529","Columba guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2530","Columba hodgsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2531","Columba iriditorques",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2532","Columba janthina",3,0,0,0,1,1,0,0,0,4,0,0,0,0
"2533","Columba jouyi",0,0,0,0,0,5,0,0,0,5,0,0,0,0
"2534","Columba junoniae",0,5,0,0,6,4,0,6,0,6,0,0,0,0
"2535","Columba leucomela",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2536","Columba leuconota",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2537","Columba livia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2538","Columba malherbii",0,0,0,0,7,0,0,0,0,0,0,0,0,0
"2539","Columba oenas",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2540","Columba oliviae",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"2541","Columba pallidiceps",0,6,0,0,6,6,0,0,0,0,0,0,0,0
"2542","Columba palumboides",7,7,0,0,7,7,0,0,0,0,0,0,0,0
"2543","Columba palumbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2544","Columba pollenii",0,6,0,0,6,6,0,0,0,5,0,0,6,0
"2545","Columba pulchricollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2546","Columba punicea",0,5,0,0,6,6,0,0,0,0,0,0,0,0
"2547","Columba rupestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2548","Columba sjostedti",0,5,0,0,0,4,0,0,0,0,0,0,0,0
"2549","Columba thiriouxi",0,4,0,0,4,0,0,0,0,5,0,0,0,0
"2550","Columba thomensis",2,4,0,4,7,5,0,0,0,0,0,0,6,0
"2551","Columba torringtoniae",5,5,4,0,0,5,0,0,5,0,7,0,0,0
"2552","Columba trocaz",2,3,0,0,4,3,0,0,0,5,0,0,0,0
"2553","Columba unicincta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2554","Columba versicolor",0,0,0,0,0,5,0,0,0,5,0,0,0,0
"2555","Columba vitiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2556","Columbina buckleyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2557","Columbina cruziana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2558","Columbina cyanopis",0,7,0,0,0,0,0,0,0,5,0,0,5,0
"2559","Columbina inca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2560","Columbina minuta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2561","Columbina passerina",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2562","Columbina picui",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2563","Columbina squammata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564","Columbina talpacoti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2565","Compsothraupis loricata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566","Conioptilon mcilhennyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2567","Conirostrum albifrons",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2568","Conirostrum bicolor",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"2569","Conirostrum binghami",0,6,0,0,0,6,0,0,6,0,0,0,0,0
"2570","Conirostrum cinereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2571","Conirostrum ferrugineiventre",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572","Conirostrum leucogenys",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573","Conirostrum margaritae",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"2574","Conirostrum rufum",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2575","Conirostrum sitticolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2576","Conirostrum speciosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577","Conirostrum tamarugense",0,0,0,0,0,4,0,0,6,0,5,0,0,0
"2578","Conopias albovittatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579","Conopias cinchoneti",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"2580","Conopias parvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581","Conopias trivirgatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582","Conopophaga ardesiaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583","Conopophaga aurita",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2584","Conopophaga castaneiceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585","Conopophaga cearae",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"2586","Conopophaga lineata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587","Conopophaga melanogaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588","Conopophaga melanops",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589","Conopophaga peruviana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2590","Conopophaga roberti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2591","Conopophaga snethlageae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2592","Conopophila albogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2593","Conopophila rufogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594","Conopophila whitei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2595","Conothraupis mesoleuca",0,7,0,0,0,0,0,0,6,0,0,0,0,0
"2596","Conothraupis speculigera",0,0,0,0,4,5,0,0,0,0,0,0,0,0
"2597","Contopus albogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2598","Contopus bogotensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2599","Contopus caribaeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600","Contopus cinereus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2601","Contopus cooperi",0,0,0,4,0,5,0,0,0,0,7,0,0,7
"2602","Contopus fumigatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2603","Contopus hispaniolensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2604","Contopus latirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2605","Contopus lugubris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2606","Contopus nigrescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607","Contopus ochraceus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2608","Contopus pallidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2609","Contopus pertinax",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610","Contopus punensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2611","Contopus sordidulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2612","Contopus virens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2613","Conuropsis carolinensis",4,0,0,0,5,5,0,0,0,4,0,0,0,0
"2614","Copsychus albiventris",5,5,0,0,0,5,0,0,0,0,0,0,0,0
"2615","Copsychus albospecularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616","Copsychus cebuensis",2,5,0,0,0,2,0,0,0,0,0,0,0,0
"2617","Copsychus fulicatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618","Copsychus luzoniensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2619","Copsychus malabaricus",0,0,0,0,5,6,0,0,0,0,0,0,0,0
"2620","Copsychus mindanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2621","Copsychus niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2622","Copsychus pica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2623","Copsychus pyrropygus",0,6,0,0,6,6,0,0,0,0,0,0,0,0
"2624","Copsychus saularis",0,2,0,0,4,0,0,0,0,2,0,0,0,0
"2625","Copsychus sechellarum",0,4,0,0,4,0,0,0,0,7,2,0,6,0
"2626","Copsychus superciliaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2627","Coracias abyssinicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628","Coracias affinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2629","Coracias benghalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2630","Coracias caudatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631","Coracias cyanogaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632","Coracias garrulus",0,5,0,0,5,5,0,0,0,0,5,0,0,0
"2633","Coracias naevius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2634","Coracias spatulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635","Coracias temminckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2636","Coracina atriceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2637","Coracina bicolor",0,5,0,0,0,6,0,0,0,0,0,0,0,0
"2638","Coracina boyeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2639","Coracina caeruleogrisea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2640","Coracina caledonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2641","Coracina dobsoni",5,5,0,0,0,5,0,0,0,0,0,0,0,0
"2642","Coracina fortis",0,5,0,0,0,5,0,0,0,0,0,0,0,0
"2643","Coracina javensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2644","Coracina larvata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2645","Coracina leucopygia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2646","Coracina lineata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2647","Coracina longicauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2648","Coracina macei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649","Coracina maxima",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2650","Coracina novaehollandiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651","Coracina panayensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2652","Coracina papuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2653","Coracina parvula",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2654","Coracina personata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2655","Coracina schistacea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2656","Coracina striata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2657","Coracina temminckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2658","Coracina welchmani",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2659","Coracopsis barklyi",0,0,0,0,4,5,0,0,6,7,7,0,6,0
"2660","Coracopsis nigra",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2661","Coracopsis sibilans",5,6,0,0,0,6,0,0,0,0,0,0,0,0
"2662","Coracopsis vasa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2663","Coracornis raveni",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2664","Coracornis sanghirensis",0,7,0,0,0,5,0,0,0,0,0,0,6,0
"2665","Coragyps atratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2666","Corapipo gutturalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2667","Corapipo leucorrhoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2668","Corcorax melanorhamphos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2669","Cormobates leucophaea",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2670","Cormobates placens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2671","Corthylio calendula",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2672","Corvus albicollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","Corvus albus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2674","Corvus bennetti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2675","Corvus brachyrhynchos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2676","Corvus capensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2677","Corvus caurinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2678","Corvus corax",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2679","Corvus corone",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2680","Corvus coronoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2681","Corvus crassirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
