"","scientificName","code","title","timing","scope","severity","score","invasive"
"36687","Anthus furcatus",NA,NA,NA,NA,NA,NA,NA
"36688","Zosterops tetiparius",NA,NA,NA,NA,NA,NA,NA
"36689","Anthus brevirostris",NA,NA,NA,NA,NA,NA,NA
"36690","Megascops ingens","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36691","Megascops ingens","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36692","Megascops ingens","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36693","Megascops ingens","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36694","Megascops ingens","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36695","Picumnus limae",NA,NA,NA,NA,NA,NA,NA
"36696","Myrmothera campanisona","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36697","Myrmothera campanisona","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36698","Myrmothera campanisona","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36699","Myrmothera campanisona","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36700","Myrmothera campanisona","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36701","Myrmothera campanisona","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36702","Myrmothera subcanescens","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36703","Myrmothera subcanescens","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36704","Myrmothera subcanescens","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36705","Myrmothera subcanescens","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36706","Myrmothera subcanescens","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36707","Myrmothera subcanescens","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36708","Hylexetastes perrotii","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36709","Hylexetastes perrotii","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36710","Hylexetastes perrotii","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36711","Hylexetastes perrotii","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36712","Hylexetastes perrotii","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36713","Hylexetastes perrotii","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36714","Automolus ochrolaemus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36715","Automolus ochrolaemus","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36716","Automolus ochrolaemus","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36717","Automolus ochrolaemus","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36718","Automolus exsertus",NA,NA,NA,NA,NA,NA,NA
"36719","Automolus cervinigularis","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36720","Automolus cervinigularis","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36721","Automolus cervinigularis","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36722","Automolus cervinigularis","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36723","Zosterops atriceps","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36724","Zosterops atriceps","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36725","Zosterops atriceps","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36726","Zosterops atriceps","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36727","Zosterops atriceps","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36728","Zosterops atriceps","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36729","Zosterops atriceps","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36730","Zosterops dehaani","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36731","Zosterops dehaani","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36732","Zosterops dehaani","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36733","Zosterops dehaani","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36734","Basileuterus punctipectus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36735","Basileuterus punctipectus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36736","Basileuterus punctipectus","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36737","Basileuterus punctipectus","2.2.1","Small-holder plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36738","Basileuterus punctipectus","4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36739","Basileuterus punctipectus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36740","Basileuterus punctipectus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36741","Ninox boobook","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36742","Ninox boobook","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36743","Ninox boobook","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36744","Ninox boobook","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36745","Ninox boobook","8.1","Invasive non-native/alien species/diseases (Apis mellifera)","Unknown","Unknown","Unknown","Unknown","Apis mellifera"
"36746","Ninox boobook","8.1.2","Named species (Apis mellifera)","Unknown","Unknown","Unknown","Unknown","Apis mellifera"
"36747","Ninox boobook","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36748","Ninox boobook","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36749","Basileuterus melanotis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36750","Basileuterus melanotis","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36751","Basileuterus melanotis","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36752","Basileuterus melanotis","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36753","Basileuterus tacarcunae",NA,NA,NA,NA,NA,NA,NA
"36754","Ninox fusca","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36755","Ninox fusca","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36756","Ninox fusca","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36757","Ninox fusca","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36758","Ninox fusca","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36759","Ninox fusca","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36760","Ninox fusca","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36761","Ninox fusca","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36762","Ninox fusca","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36763","Ninox fusca","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36764","Ninox fusca","7.1","Fire & fire suppression","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36765","Ninox fusca","7.1.1","Increase in fire frequency/intensity","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36766","Ninox rotiensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36767","Ninox rotiensis","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36768","Ninox rotiensis","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36769","Ninox rotiensis","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36770","Ninox rotiensis","2.2.1","Small-holder plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36771","Ninox plesseni",NA,NA,NA,NA,NA,NA,NA
"36772","Basileuterus tristriatus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36773","Basileuterus tristriatus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36774","Basileuterus tristriatus","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36775","Basileuterus tristriatus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36776","Basileuterus tristriatus","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36777","Basileuterus tristriatus","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36778","Basileuterus tristriatus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36779","Basileuterus tristriatus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36780","Basileuterus tristriatus","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36781","Antrostomus noctitherus","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36782","Antrostomus noctitherus","11.4","Storms & flooding","Future","Whole (>90%)","Very Rapid Declines","Medium Impact: 7",NA
"36783","Antrostomus noctitherus","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36784","Antrostomus noctitherus","1.3","Tourism & recreation areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36785","Antrostomus noctitherus","8.1","Invasive non-native/alien species/diseases (Boa constrictor)","Ongoing","Majority (50-90%)","Unknown","Unknown","Boa constrictor"
"36786","Antrostomus noctitherus","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Majority (50-90%)","Unknown","Unknown","Felis catus"
"36787","Antrostomus noctitherus","8.1","Invasive non-native/alien species/diseases (Unspecified Solenopsis)","Ongoing","Majority (50-90%)","Unknown","Unknown","Unspecified Solenopsis"
"36788","Antrostomus noctitherus","8.1","Invasive non-native/alien species/diseases (Urva auropunctata)","Ongoing","Majority (50-90%)","Unknown","Unknown","Urva auropunctata"
"36789","Antrostomus noctitherus","8.1.2","Named species (Boa constrictor)","Ongoing","Majority (50-90%)","Unknown","Unknown","Boa constrictor"
"36790","Antrostomus noctitherus","8.1.2","Named species (Felis catus)","Ongoing","Majority (50-90%)","Unknown","Unknown","Felis catus"
"36791","Antrostomus noctitherus","8.1.2","Named species (Unspecified Solenopsis)","Ongoing","Majority (50-90%)","Unknown","Unknown","Unspecified Solenopsis"
"36792","Antrostomus noctitherus","8.1.2","Named species (Urva auropunctata)","Ongoing","Majority (50-90%)","Unknown","Unknown","Urva auropunctata"
"36793","Pluvianellus socialis","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36794","Pluvianellus socialis","11.2","Droughts","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36795","Pluvianellus socialis","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"36796","Pluvianellus socialis","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"36797","Pluvianellus socialis","3.3","Renewable energy","Future","Minority (<50%)","Unknown","Unknown",NA
"36798","Pluvianellus socialis","6.1","Recreational activities","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36799","Pluvianellus socialis","8.1","Invasive non-native/alien species/diseases (Canis familiaris)","Ongoing","Minority (<50%)","Unknown","Unknown","Canis familiaris"
"36800","Pluvianellus socialis","8.1.2","Named species (Canis familiaris)","Ongoing","Minority (<50%)","Unknown","Unknown","Canis familiaris"
"36801","Pluvianellus socialis","9.1","Domestic & urban waste water","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36802","Pluvianellus socialis","9.1.1","Sewage","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36803","Pluvianellus socialis","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36804","Pluvianellus socialis","9.2.1","Oil spills","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36805","Pluvianellus socialis","9.4","Garbage & solid waste","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36806","Crypturellus obsoletus","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36807","Crypturellus obsoletus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36808","Crypturellus obsoletus","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36809","Crypturellus obsoletus","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36810","Crypturellus obsoletus","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36811","Crypturellus obsoletus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36812","Crypturellus obsoletus","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36813","Crypturellus obsoletus","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36814","Crypturellus obsoletus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36815","Crypturellus obsoletus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36816","Ortalis ruficauda",NA,NA,NA,NA,NA,NA,NA
"36817","Ceyx erithaca","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36818","Ceyx erithaca","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36819","Ceyx erithaca","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36820","Ceyx erithaca","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36821","Ceyx erithaca","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36822","Ceyx erithaca","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36823","Ceyx erithaca","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36824","Ceyx erithaca","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36825","Ceyx erithaca","2.2.1","Small-holder plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36826","Ceyx erithaca","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36827","Ploceus holoxanthus","7.2","Dams & water management/use","Future","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 3",NA
"36828","Ploceus holoxanthus","7.2.10","Large dams","Future","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 3",NA
"36829","Arremon phygas","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36830","Arremon phygas","2.1.1","Shifting agriculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36831","Arremon phygas","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36832","Arremon phygas","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36833","Arremon phygas","2.2.1","Small-holder plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36834","Arremon phygas","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36835","Arremon phygas","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36836","Ramphiculus fischeri","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36837","Ramphiculus fischeri","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36838","Ramphiculus fischeri","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36839","Ramphiculus fischeri","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36840","Ramphiculus fischeri","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36841","Ramphiculus fischeri","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36842","Ramphiculus fischeri","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36843","Oriolus consobrinus","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36844","Oriolus consobrinus","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36845","Oriolus consobrinus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36846","Oriolus consobrinus","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36847","Arremon perijanus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36848","Arremon perijanus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36849","Arremon perijanus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36850","Arremon perijanus","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36851","Arremon perijanus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36852","Arremon perijanus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36853","Arremon perijanus","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36854","Arremon perijanus","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36855","Hapalopsittaca pyrrhops","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36856","Hapalopsittaca pyrrhops","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36857","Hapalopsittaca pyrrhops","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36858","Hapalopsittaca pyrrhops","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36859","Hapalopsittaca pyrrhops","3.2","Mining & quarrying","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"36860","Hapalopsittaca pyrrhops","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36861","Hapalopsittaca pyrrhops","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"36862","Hapalopsittaca pyrrhops","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36863","Hapalopsittaca pyrrhops","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36864","Oriolus xanthonotus","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36865","Oriolus xanthonotus","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36866","Oriolus xanthonotus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36867","Oriolus xanthonotus","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36868","Zosterops samoensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36869","Zosterops samoensis","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36870","Zosterops samoensis","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36871","Zosterops samoensis","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36872","Zosterops samoensis","8.1","Invasive non-native/alien species/diseases","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36873","Zosterops samoensis","8.1","Invasive non-native/alien species/diseases (Bos taurus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Bos taurus"
"36874","Zosterops samoensis","8.1","Invasive non-native/alien species/diseases (Sus domesticus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Sus domesticus"
"36875","Zosterops samoensis","8.1","Invasive non-native/alien species/diseases (Unspecified HYMENOPTERA)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified HYMENOPTERA"
"36876","Zosterops samoensis","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified Rattus"
"36877","Zosterops samoensis","8.1.1","Unspecified species","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36878","Zosterops samoensis","8.1.2","Named species (Bos taurus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Bos taurus"
"36879","Zosterops samoensis","8.1.2","Named species (Sus domesticus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Sus domesticus"
"36880","Zosterops samoensis","8.1.2","Named species (Unspecified HYMENOPTERA)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified HYMENOPTERA"
"36881","Zosterops samoensis","8.1.2","Named species (Unspecified Rattus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified Rattus"
"36882","Gypsophila crispifrons",NA,NA,NA,NA,NA,NA,NA
"36883","Charadrius mongolus","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36884","Charadrius mongolus","11.5","Other impacts","Ongoing","Whole (>90%)","Unknown","Unknown",NA
"36885","Charadrius mongolus","1.2","Commercial & industrial areas","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA
"36886","Charadrius mongolus","1.3","Tourism & recreation areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36887","Charadrius mongolus","2.4","Marine & freshwater aquaculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36888","Charadrius mongolus","2.4.1","Subsistence/artisinal aquaculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36889","Charadrius mongolus","2.4.2","Industrial aquaculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36890","Charadrius mongolus","3.3","Renewable energy","Ongoing","Unknown","Unknown","Unknown",NA
